country_name,bcode,ccode,bccode,alt_ccode,basin_name,continent_code,area
Argentina,PSCU,ARG,PSCU_ARG, ,Pascua,SA,7382
Chile,PSCU,CHL,PSCU_CHL, ,Pascua,SA,6725
Georgia,PSOU,GEO,PSOU_GEO, ,Psou,EU,221
Russian Federation,PSOU,RUS,PSOU_RUS, ,Psou,EU,203
Finland,PSVK,FIN,PSVK_FIN, ,Pasvik,EU,14256
Norway,PSVK,NOR,PSVK_NOR, ,Pasvik,EU,1466
Russian Federation,PSVK,RUS,PSVK_RUS, ,Pasvik,EU,2238
Colombia,PTIA,COL,PTIA_COL, ,Patia,SA,21954
Ecuador,PTIA,ECU,PTIA_ECU, ,Patia,SA,350
Argentina,PUEL,ARG,PUEL_ARG, ,Puelo,SA,5933
Chile,PUEL,CHL,PUEL_CHL, ,Puelo,SA,3230
China,PULT,CHN,PULT_CHN, ,Pu Lun T'o,AS,38786
Mongolia,PULT,MNG,PULT_MNG, ,Pu Lun T'o,AS,9889
China,REDX,CHN,REDX_CHN, ,Red/Song Hong,AS,75049
Bulgaria,REZV,BGR,REZV_BGR, ,Rezvaya,EU,152
Turkey,REZV,TUR,REZV_TUR, ,Rezvaya,EU,619
Mexico,RGNA,MEX,RGNA_MEX, ,Rio Grande (North America),NA,223752
United States of America,RGNA,USA,RGNA_USA, ,Rio Grande (North America),NA,314650
Argentina,RGSA,ARG,RGSA_ARG, ,Rio Grande (South America),SA,3931
Chile,RGSA,CHL,RGSA_CHL, ,Rio Grande (South America),SA,4701
Switzerland,RHON,CHE,RHON_CHE, ,Rhone,EU,7597
Italy,ROIA,ITA,ROIA_ITA, ,Roia,EU,104
Zimbabwe,SABI,ZWE,SABI_ZWE, ,Sabi,AF,84828
Estonia,SALC,EST,SALC_EST, ,Salaca,EU,274
Latvia,SALC,LVA,SALC_LVA, ,Salaca,EU,3312
Azerbaijan,SAMR,AZE,SAMR_AZE, ,Samur,EU,491
Cameroon,SANA,CMR,SANA_CMR, ,Sanaga,AF,132287
Central African Republic,SANA,CAF,SANA_CAF, ,Sanaga,AF,722
C̫te d'Ivoire,SASS,CIV,SASS_CIV, ,Sassandra,AF,59972
Guinea,SASS,GIN,SASS_GIN, ,Sassandra,AF,8152
Indonesia,SBKU,IDN,SBKU_IDN, ,Sebuku,AS,2664
Malaysia,SBKU,MYS,SBKU_MYS, ,Sebuku,AS,406
Belgium,SEIN,BEL,SEIN_BEL, ,Seine,EU,74
Guinea,SENG,GIN,SENG_GIN, ,Senegal,AF,31470
Mali,SENG,MLI,SENG_MLI, ,Senegal,AF,171576
Mauritania,SENG,MRT,SENG_MRT, ,Senegal,AF,168343
Senegal,SENG,SEN,SENG_SEN, ,Senegal,AF,76991
Argentina,SENO,ARG,SENO_ARG, ,Seno Union/Serrano,SA,1876
Chile,SENO,CHL,SENO_CHL, ,Seno Union/Serrano,SA,6772
Indonesia,SEPK,IDN,SEPK_IDN, ,Sepik,AS,3460
Papua New Guinea,SEPK,PNG,SEPK_PNG, ,Sepik,AS,76319
Kazakhstan,SHUR,KAZ,SHUR_KAZ, ,Shu/Chu,AS,53509
Kyrgyzstan,SHUR,KGZ,SHUR_KGZ, ,Shu/Chu,AS,21980
Costa Rica,SIOL,CRI,SIOL_CRI, ,Sixaola,NA,2335
Panama,SIOL,PAN,SIOL_PAN, ,Sixaola,NA,522
Canada,SJNA,CAN,SJNA_CAN, ,St. John (North America),NA,36169
United States of America,SJNA,USA,SJNA_USA, ,St. John (North America),NA,18887
Costa Rica,SJUA,CRI,SJUA_CRI, ,San Juan,NA,13142
Nicaragua,SJUA,NIC,SJUA_NIC, ,San Juan,NA,28218
Canada,SKAG,CAN,SKAG_CAN, ,Skagit,NA,1045
United States of America,SKAG,USA,SKAG_USA, ,Skagit,NA,7162
Canada,SLAW,CAN,SLAW_CAN, ,St. Lawrence,NA,480712
United States of America,SLAW,USA,SLAW_USA, ,St. Lawrence,NA,329917
Argentina,SMAR,ARG,SMAR_ARG, ,San Martin,SA,73
Chile,SMAR,CHL,SMAR_CHL, ,San Martin,SA,287
Indonesia,SMBK,IDN,SMBK_IDN, ,Sembakung,AS,4820
Malaysia,SMBK,MYS,SMBK_MYS, ,Sembakung,AS,5433
Guinea,SPAU,GIN,SPAU_GIN, ,St. Paul,AF,9272
Liberia,SPAU,LBR,SPAU_LBR, ,St. Paul,AF,11045
"Moldova, Republic of",SRTA,MDA,SRTA_MDA, ,Sarata,EU,435
Ukraine,SRTA,UKR,SRTA_UKR, ,Sarata,EU,802
Belize,SRTU,BLZ,SRTU_BLZ, ,Sarstun,NA,220
Guatemala,SRTU,GTM,SRTU_GTM, ,Sarstun,NA,1945
Canada,STKN,CAN,STKN_CAN, ,Stikine,NA,49636
United States of America,STKN,USA,STKN_USA, ,Stikine,NA,1242
Greece,STUM,GRC,STUM_GRC, ,Struma,EU,6017
Serbia,STUM,SRB,STUM_SRB, ,Struma,EU,683
Guatemala,SUCT,GTM,SUCT_GTM, ,Suchiate,NA,1094
Mexico,SUCT,MEX,SUCT_MEX, ,Suchiate,NA,315
China,SUJF,CHN,SUJF_CHN, ,Sujfun,AS,10024
Russian Federation,SUJF,RUS,SUJF_RUS, ,Sujfun,AS,6797
Algeria,TAFN,DZA,TAFN_DZA, ,Tafna,AF,5350
Morocco,TAFN,MAR,TAFN_MAR, ,Tafna,AF,1913
Portugal,TAGU,PRT,TAGU_PRT, ,Tagus/Tejo,EU,15439
Spain,TAGU,ESP,TAGU_ESP, ,Tagus/Tejo,EU,55751
Canada,TAKU,CAN,TAKU_CAN, ,Taku,NA,16733
United States of America,TAKU,USA,TAKU_USA, ,Taku,NA,763
Kazakhstan,TALA,KAZ,TALA_KAZ, ,Talas,AS,34725
Kyrgyzstan,TALA,KGZ,TALA_KGZ, ,Talas,AS,10700
Papua New Guinea,TAMI,PNG,TAMI_PNG, ,Tami,AS,474
Finland,TANA,FIN,TANA_FIN, ,Tana,EU,5905
C̫te d'Ivoire,TANO,CIV,TANO_CIV, ,Tano,AF,1840
Ghana,TANO,GHA,TANO_GHA, ,Tano,AF,14933
Belize,TEMA,BLZ,TEMA_BLZ, ,Temash,NA,446
Guatemala,TEMA,GTM,TEMA_GTM, ,Temash,NA,26
Georgia,TERK,GEO,TERK_GEO, ,Terek,EU,1758
Mexico,TIJU,MEX,TIJU_MEX, ,Tijuana,NA,3194
United States of America,TIJU,USA,TIJU_USA, ,Tijuana,NA,1236
Indonesia,TJWA,IDN,TJWA_IDN, ,Tjeroaka-Wanggoe,AS,5438
Papua New Guinea,TJWA,PNG,TJWA_PNG, ,Tjeroaka-Wanggoe,AS,2612
Finland,TORN,FIN,TORN_FIN, ,Torne/Tornealven,EU,12758
Sweden,TORN,SWE,TORN_SWE, ,Torne/Tornealven,EU,26323
Aksai Chin,TRIM,CHN/IND,TRIM_CHN/IND, ,Tarim,AS,22191
Kazakhstan,TRIM,KAZ,TRIM_KAZ, ,Tarim,AS,108
Finland,TULM,FIN,TULM_FIN, ,Tuloma,EU,2483
Russian Federation,TULM,RUS,TULM_RUS, ,Tuloma,EU,24523
Ecuador,TUMB,ECU,TUMB_ECU, ,Tumbes,SA,3631
Peru,TUMB,PER,TUMB_PER, ,Tumbes,SA,1740
Kenya,UMBA,KEN,UMBA_KEN, ,Umba,AF,1596
United Republic of Tanzania,UMBA,TZA,UMBA_TZA, ,Umba,AF,5078
Equatorial Guinea,UTBN,GNQ,UTBN_GNQ, ,Utamboni,AF,3839
Gabon,UTBN,GAB,UTBN_GAB, ,Utamboni,AF,3560
Indonesia,VAGR,IDN,VAGR_IDN, ,Vanimo-Green,AS,39
Papua New Guinea,VAGR,PNG,VAGR_PNG, ,Vanimo-Green,AS,2631
Argentina,VDVA,ARG,VDVA_ARG, ,Valdivia,SA,1040
Chile,VDVA,CHL,VDVA_CHL, ,Valdivia,SA,9199
Latvia,VENT,LVA,VENT_LVA, ,Venta,EU,6703
Lithuania,VENT,LTU,VENT_LTU, ,Venta,EU,5197
Albania,VJSE,ALB,VJSE_ALB, ,Vijose,EU,4478
Greece,VJSE,GRC,VJSE_GRC, ,Vijose,EU,2338
Bulgaria,VLKA,BGR,VLKA_BGR, ,Velaka,EU,785
Turkey,VLKA,TUR,VLKA_TUR, ,Velaka,EU,290
Kazakhstan,VOLG,KAZ,VOLG_KAZ, ,Volga,EU,1477
Russian Federation,VOLG,RUS,VOLG_RUS, ,Volga,EU,1410272
Greece,VRDR,GRC,VRDR_GRC, ,Vardar,EU,2900
Serbia,VRDR,SRB,VRDR_SRB, ,Vardar,EU,1222
Belarus,VSTL,BLR,VSTL_BLR, ,Vistula/Wista,EU,10118
Ukraine,VSTL,UKR,VSTL_UKR, ,Vistula/Wista,EU,12762
Belarus,VUKS,BLR,VUKS_BLR, ,Vuoksa,EU,464
Finland,VUKS,FIN,VUKS_FIN, ,Vuoksa,EU,63862
Russian Federation,VUKS,RUS,VUKS_RUS, ,Vuoksa,EU,222768
Canada,WHIT,CAN,WHIT_CAN, ,Whiting,NA,1943
United States of America,WHIT,USA,WHIT_USA, ,Whiting,NA,531
Denmark,WIED,DNK,WIED_DNK, ,Wiedau,EU,1047
Germany,WIED,DEU,WIED_DEU, ,Wiedau,EU,305
China,YALU,CHN,YALU_CHN, ,Yalu,AS,31724
Dem People's Rep of Korea,YALU,PRK,YALU_PRK, ,Yalu,AS,30571
Mexico,YAQU,MEX,YAQU_MEX, ,Yaqui,NA,68694
United States of America,YAQU,USA,YAQU_USA, ,Yaqui,NA,4184
Argentina,YELC,ARG,YELC_ARG, ,Yelcho,SA,7278
Chile,YELC,CHL,YELC_CHL, ,Yelcho,SA,4131
Mongolia,YNSY,MNG,YNSY_MNG, ,Jenisej/Yenisey,AS,317891
Russian Federation,YNSY,RUS,YNSY_RUS, ,Jenisej/Yenisey,AS,2186713
Belgium,YSER,BEL,YSER_BEL, ,Yser,EU,1182
France,YSER,FRA,YSER_FRA, ,Yser,EU,378
Canada,YUKN,CAN,YUKN_CAN, ,Yukon,NA,333179
Argentina,ZAPL,ARG,ZAPL_ARG, ,Zapaleri,SA,465
Bolivia,ZAPL,BOL,ZAPL_BOL, ,Zapaleri,SA,560
Chile,ZAPL,CHL,ZAPL_CHL, ,Zapaleri,SA,1482
Venezuela,ESQB,VEN,ESQB_VEN, ,Essequibo,SA,38987
Bolivia,AMZN,BOL,AMZN_BOL, ,Amazon,SA,712549
Colombia,AMZN,COL,AMZN_COL, ,Amazon,SA,340712
Ecuador,AMZN,ECU,AMZN_ECU, ,Amazon,SA,132057
Peru,AMZN,PER,AMZN_PER, ,Amazon,SA,961197
Albania,LKPP,ALB,LKPP_ALB, ,Lake Prespa,EU,6561
Greece,LKPP,GRC,LKPP_GRC, ,Lake Prespa,EU,350
The former Yugoslav Republic of Macedonia,LKPP,MFD,LKPP_MFD,MKD,Lake Prespa,EU,793
Austria,ELBE,AUT,ELBE_AUT, ,Elbe,EU,930
Czech Republic,ELBE,CZE,ELBE_CZE, ,Elbe,EU,49873
Poland,ELBE,POL,ELBE_POL, ,Elbe,EU,238
Botswana,ZAMB,BWA,ZAMB_BWA, ,Zambezi,AF,17037
Malawi,ZAMB,MWI,ZAMB_MWI, ,Zambezi,AF,110154
Mozambique,ZAMB,MOZ,ZAMB_MOZ, ,Zambezi,AF,158969
Namibia,ZAMB,NAM,ZAMB_NAM, ,Zambezi,AF,17094
United Republic of Tanzania,ZAMB,TZA,ZAMB_TZA, ,Zambezi,AF,27669
Zambia,ZAMB,ZMB,ZAMB_ZMB, ,Zambezi,AF,575711
Zimbabwe,ZAMB,ZWE,ZAMB_ZWE, ,Zambezi,AF,212510
Ecuador,ZARM,ECU,ZARM_ECU, ,Zarumilla,SA,517
Peru,ZARM,PER,ZARM_PER, ,Zarumilla,SA,539
Benin,NGER,BEN,NGER_BEN, ,Niger,AF,44742
Burkina Faso,NGER,BFA,NGER_BFA, ,Niger,AF,83415
Cameroon,NGER,CMR,NGER_CMR, ,Niger,AF,86807
Chad,NGER,TCD,NGER_TCD, ,Niger,AF,19461
C̫te d'Ivoire,NGER,CIV,NGER_CIV, ,Niger,AF,23566
Guinea,NGER,GIN,NGER_GIN, ,Niger,AF,95775
Mali,NGER,MLI,NGER_MLI, ,Niger,AF,555687
Mauritania,NGER,MRT,NGER_MRT, ,Niger,AF,2714
Niger,NGER,NER,NGER_NER, ,Niger,AF,487892
Gambia,GAMB,GMB,GAMB_GMB, ,Gambia,AF,9859
Guinea,GAMB,GIN,GAMB_GIN, ,Gambia,AF,11756
Senegal,GAMB,SEN,GAMB_SEN, ,Gambia,AF,55564
Mozambique,PUNG,MOZ,PUNG_MOZ, ,Pungwe,AF,30739
Zimbabwe,PUNG,ZWE,PUNG_ZWE, ,Pungwe,AF,1398
Canada,MISS,CAN,MISS_CAN, ,Mississippi,NA,52262
United States of America,MISS,USA,MISS_USA, ,Mississippi,NA,3212497
Argentina,GALG,ARG,GALG_ARG, ,Gallegos/Chico,SA,10152
Chile,GALG,CHL,GALG_CHL, ,Gallegos/Chico,SA,6655
Argentina,LPTA,ARG,LPTA_ARG, ,La Plata,SA,807261
Bolivia,LPTA,BOL,LPTA_BOL, ,La Plata,SA,221963
Brazil,LPTA,BRA,LPTA_BRA, ,La Plata,SA,1413686
Paraguay,LPTA,PRY,LPTA_PRY, ,La Plata,SA,399368
Uruguay,LPTA,URY,LPTA_URY, ,La Plata,SA,139239
Colombia,ORIN,COL,ORIN_COL, ,Orinoco,SA,346187
Guyana,ORIN,GUY,ORIN_GUY, ,Orinoco,SA,10
Indonesia,DIGL,IDN,DIGL_IDN, ,Digul,AS,29524
Papua New Guinea,DIGL,PNG,DIGL_PNG, ,Digul,AS,510
South Africa,MPUT,ZAF,MPUT_ZAF, ,Maputo,AF,17465
Swaziland,MPUT,SWZ,MPUT_SWZ, ,Maputo,AF,11106
Abyei,NILE,SDN/SSD,NILE_SDN/SSD, ,Nile,AF,9938
Burundi,NILE,BDI,NILE_BDI, ,Nile,AF,13198
Democratic Republic of the Congo,NILE,ZAR,NILE_ZAR, ,Nile,AF,20487
Egypt,NILE,EGY,NILE_EGY, ,Nile,AF,236413
Eritrea,NILE,ERI,NILE_ERI, ,Nile,AF,7657
Ethiopia,NILE,ETH,NILE_ETH, ,Nile,AF,357336
Hala'ib triangle,NILE,EGY/SDN,NILE_EGY/SDN_1, ,Nile,AF,4058
Kenya,NILE,KEN,NILE_KEN, ,Nile,AF,49534
Ma'tan al-Sarra,NILE,EGY/SDN,NILE_EGY/SDN, ,Nile,AF,1990
Rwanda,NILE,RWA,NILE_RWA, ,Nile,AF,20847
United Republic of Tanzania,NILE,TZA,NILE_TZA, ,Nile,AF,119729
Albania,DRIN,ALB,DRIN_ALB, ,Drin,EU,7662
Montenegro,DRIN,MNE,DRIN_MNE,MON,Drin,EU,3348
Serbia,DRIN,SRB,DRIN_SRB, ,Drin,EU,4688
The former Yugoslav Republic of Macedonia,DRIN,MFD,DRIN_MFD,MKD,Drin,EU,2515
Italy,ADIG,ITA,ADIG_ITA, ,Adige,EU,14348
Switzerland,ADIG,CHE,ADIG_CHE, ,Adige,EU,129
Kenya,ANNL,KEN,ANNL_KEN, ,Annole,AF,6606
Somalia,ANNL,SOM,ANNL_SOM, ,Annole,AF,4613
Egypt,BATU,EGY,BATU_EGY, ,Bahr at Tubat,AF,6163
Libya,BATU,LBY,BATU_LBY, , Bahr at Tubat,AF,1601
Algeria,BNSA,DZA,BNSA_DZA, ,Oued Bou Namoussa,AF,2374
Tunisia,BNSA,TUN,BNSA_TUN, ,Oued Bou Namoussa,AF,389
Canada,CAET,CAN,CAET_CAN, ,Caetani,NA,163
United States of America,CAET,USA,CAET_USA, ,Caetani,NA,704
Bosnia and Herzegovina,CTNA,BIH,CTNA_BIH, ,Cetina,EU,3225
Croatia,CTNA,HRV,CTNA_HRV, ,Cetina,EU,1874
Canada,CNCT,CAN,CNCT_CAN, ,Connecticut,NA,307
Canada,COPR,CAN,COPR_CAN, ,Copper,NA,3436
United States of America,COPR,USA,COPR_USA, ,Copper,NA,62659
Kenya,GLNA,KEN,GLNA_KEN, ,Galana,AF,40856
United Republic of Tanzania,GLNA,TZA,GLNA_TZA, ,Galana,AF,5806
Russian Federation,GRYE,RUS,GRYE_RUS, ,Gruzskiy Yelanchik,EU,103
Ukraine,GRYE,UKR,GRYE_UKR, ,Gruzskiy Yelanchik,EU,1140
Norway,INDL,NOR,INDL_NOR, ,Indalsalven,EU,2059
Sweden,INDL,SWE,INDL_SWE, ,Indalsalven,EU,24521
Argentina,LGFL,ARG,LGFL_ARG, ,Laguna Filaret,SA,239
Chile,LGFL,CHL,LGFL_CHL, ,Laguna Filaret,SA,1818
Kenya,LKDR,KEN,LKDR_KEN, ,Lak Dera,AF,2763
Dominican Republic,LKAZ,DOM,LKAZ_DOM, ,Lake Azuei,NA,88
Haiti,LKAZ,HTI,LKAZ_HTI, ,Lake Azuei,NA,826
Angola,LKCY,AGO,LKCY_AGO, ,Lake Cayo,AF,107
Congo,LKCY,COG,LKCY_COG, ,Lake Cayo,AF,3445
Malawi,LKCW,MWI,LKCW_MWI, ,Lake Chilwa,AF,5847
Mozambique,LKCW,MOZ,LKCW_MOZ, ,Lake Chilwa,AF,2906
Dominican Republic,LKEQ,DOM,LKEQ_DOM, ,Lake Enriquillo,NA,2846
Haiti,LKEQ,HTI,LKEQ_HTI, ,Lake Enriquillo,NA,221
United Republic of Tanzania,LKRW,TZA,LKRW_TZA, ,Lake Rukwa,AF,77699
Zambia,LKRW,ZMB,LKRW_ZMB, ,Lake Rukwa,AF,1576
Turkmenistan,LKSG,TKM,LKSG_TKM, ,Lake Sarygamesh,AS,63611
Uzbekistan,LKSG,UZB,LKSG_UZB, ,Lake Sarygamesh,AS,8822
Canada,LUCI,CAN,LUCI_CAN, ,Lucia,NA,1584
United States of America,LUCI,USA,LUCI_USA, ,Lucia,NA,1400
Kazakhstan,NYNK,KAZ,NYNK_KAZ, ,Narynka,EU,74700
Russian Federation,NYNK,RUS,NYNK_RUS, ,Narynka,EU,17295
Norway,NDLV,NOR,NDLV_NOR, ,Nidelva,EU,2838
Sweden,NDLV,SWE,NDLV_SWE, ,Nidelva,EU,266
Finland,PCHA,FIN,PCHA_FIN, ,Peschanaya,EU,1215
Russian Federation,PCHA,RUS,PCHA_RUS, ,Peschanaya,EU,120
Kazakhstan,PLDV,KAZ,PLDV_KAZ, ,Poldnevaya,EU,479
Russian Federation,PLDV,RUS,PLDV_RUS, ,Poldnevaya,EU,2090
Cambodia,RGTH,KHM,RGTH_KHM, ,Rach Giang Thanh,AS,1722
Viet Nam,RGTH,VNM,RGTH_VNM, ,Rach Giang Thanh,AS,492
Mexico,SACL,MEX,SACL_MEX, ,Santa Clara,NA,4137
United States of America,SACL,USA,SACL_USA, ,Santa Clara,NA,467
China,SGTY,CHN,SGTY_CHN, ,Song Tien Yen,AS,75
Norway,BRBY,NOR,BRBY_NOR, ,Berbyelva,EU,695
Sweden,BRBY,SWE,BRBY_SWE, ,Berbyelva,EU,622
Mozambique,UBLZ,MOZ,UBLZ_MOZ, ,Umbeluzi,AF,6066
South Africa,UBLZ,ZAF,UBLZ_ZAF, ,Umbeluzi,AF,90
Swaziland,UBLZ,SWZ,UBLZ_SWZ, ,Umbeluzi,AF,3622
Canada,UNUK,CAN,UNUK_CAN, ,Unuk,NA,1662
United States of America,UNUK,USA,UNUK_USA, ,Unuk,NA,810
Germany,VCHT,DEU,VCHT_DEU, ,Vecht,EU,3256
Netherlands,VCHT,NLD,VCHT_NLD, ,Vecht,EU,7354
Norway,VFSN,NOR,VFSN_NOR, ,Vefsna,EU,3569
Sweden,VFSN,SWE,VFSN_SWE, ,Vefsna,EU,582
Czech Republic,ODER,CZE,ODER_CZE, ,Oder/Odra,EU,7262
Norway,TANA,NOR,TANA_NOR, ,Tana,EU,10981
Norway,TORN,NOR,TORN_NOR, ,Torne/Tornealven,EU,1756
Norway,ANGE,NOR,ANGE_NOR, ,Angerman,EU,1515
Sweden,ANGE,SWE,ANGE_SWE, ,Angerman,EU,31432
Chile,AYSN,CHL,AYSN_CHL, ,Aysen,SA,11824
Belize,BLZE,BLZ,BLZE_BLZ, ,Belize,NA,6111
Mexico,CLDO,MEX,CLDO_MEX, ,Colorado,NA,14726
United States of America,CLDO,USA,CLDO_USA, ,Colorado,NA,647774
United States of America,CLMB,USA,CLMB_USA, ,Columbia,NA,551479
United States of America,CNCT,USA,CNCT_USA, ,"Connecticut
Connecticut
Connecticut",NA,28825
Nigeria,CROS,NGA,CROS_NGA, ,Cross,AF,39441
Albania,DANU,ALB,DANU_ALB, ,Danube,EU,137
Bosnia and Herzegovina,DANU,BIH,DANU_BIH, ,Danube,EU,37842
Bulgaria,DANU,BGR,DANU_BGR, ,Danube,EU,47566
Croatia,DANU,HRV,DANU_HRV, ,Danube,EU,33671
Czech Republic,DANU,CZE,DANU_CZE, ,Danube,EU,21710
Germany,DANU,DEU,DANU_DEU, ,Danube,EU,56077
Hungary,DANU,HUN,DANU_HUN, ,Danube,EU,93119
Italy,DANU,ITA,DANU_ITA, ,Danube,EU,697
"Moldova, Republic of",DANU,MDA,DANU_MDA, ,Danube,EU,12250
Montenegro,DANU,MNE,DANU_MNE,MON,Danube,EU,6857
Romania,DANU,ROM,DANU_ROM,ROU,Danube,EU,232507
Serbia,DANU,SRB,DANU_SRB, ,Danube,EU,81885
Slovenia,DANU,SVN,DANU_SVN, ,Danube,EU,16273
Switzerland,DANU,CHE,DANU_CHE, ,Danube,EU,1803
The former Yugoslav Republic of Macedonia,DANU,MFD,DANU_MFD,MKD,Danube,EU,51
Ukraine,DANU,UKR,DANU_UKR, ,Danube,EU,30357
Russian Federation,DONX,RUS,DONX_RUS, ,Don,EU,384555
Germany,ELBE,DEU,ELBE_DEU, ,Elbe,EU,94116
Indonesia,FLYX,IDN,FLYX_IDN, ,Fly,AS,2593
Papua New Guinea,FLYX,PNG,FLYX_PNG, ,Fly,AS,68853
Bangladesh,GANG,BGD,GANG_BGD, ,Ganges-Brahmaputra-Meghna,AS,117580
Bhutan,GANG,BTN,GANG_BTN, ,Ganges-Brahmaputra-Meghna,AS,37674
China/India,GANG,CHN/IND,GANG_CHN/IND_1, ,Ganges-Brahmaputra-Meghna,AS,1663
Guinea,GEBA,GIN,GEBA_GIN, ,Geba-Corubal,AF,17750
Guinea-Bissau,GEBA,GNB,GEBA_GNB, ,Geba-Corubal,AF,14646
Senegal,GEBA,SEN,GEBA_SEN, ,Geba-Corubal,AF,4233
France,GRON,FRA,GRON_FRA, ,Garonne,EU,80667
Somalia,LKDR,SOM,LKDR_SOM, ,Lak Dera,AF,2664
Brazil,LMRM,BRA,LMRM_BRA, ,Lagoon Dos Patos-Lagoon Mirim,SA,136122
Gabon,MBEX,GAB,MBEX_GAB, ,Mbe,AF,7529
Mozambique,MPUT,MOZ,MPUT_MOZ, ,Maputo,AF,2011
Colombia,MTJE,COL,MTJE_COL, ,Mataje,SA,438
Ecuador,MTJE,ECU,MTJE_ECU, ,Mataje,SA,570
Nicaragua,NEGR,NIC,NEGR_NIC, ,Negro,NA,5167
India,RAKU,IND,RAKU_IND, ,Rann of Kutch,AS,288298
Pakistan,RAKU,PAK,RAKU_PAK, ,Rann of Kutch,AS,114475
Austria,RHIN,AUT,RHIN_AUT, ,Rhine-Meuse,EU,2387
Belgium,RHIN,BEL,RHIN_BEL, ,Rhine-Meuse,EU,14560
France,RHIN,FRA,RHIN_FRA, ,Rhine-Meuse,EU,32742
Germany,RHIN,DEU,RHIN_DEU, ,Rhine-Meuse,EU,106445
Italy,RHIN,ITA,RHIN_ITA, ,Rhine-Meuse,EU,53
Liechtenstein,RHIN,LIE,RHIN_LIE, ,Rhine-Meuse,EU,151
Luxembourg,RHIN,LUX,RHIN_LUX, ,Rhine-Meuse,EU,2621
Netherlands,RHIN,NLD,RHIN_NLD, ,Rhine-Meuse,EU,11419
Switzerland,RHIN,CHE,RHIN_CHE, ,Rhine-Meuse,EU,27918
Malawi,RVMA,MWI,RVMA_MWI, ,Ruvuma,AF,2654
Mozambique,RVMA,MOZ,RVMA_MOZ, ,Ruvuma,AF,100527
United Republic of Tanzania,RVMA,TZA,RVMA_TZA, ,Ruvuma,AF,51976
Mozambique,SABI,MOZ,SABI_MOZ, ,Sabi,AF,17567
Cambodia,SAIG,KHM,SAIG_KHM, ,Nha Be-Saigon-Song Vam Co Dong,AS,7327
Viet Nam,SAIG,VNM,SAIG_VNM, ,Nha Be-Saigon-Song Vam Co Dong,AS,38681
Canada,SCRO,CAN,SCRO_CAN, ,St. Croix,NA,1656
United States of America,SCRO,USA,SCRO_USA, ,St. Croix,NA,2605
France,SEIN,FRA,SEIN_FRA, ,Seine,EU,73558
Viet Nam,SGTY,VNM,SGTY_VNM, ,Song Tien Yen,AS,1084
Belgium,SHLD,BEL,SHLD_BEL, ,Schelde,EU,12812
France,SHLD,FRA,SHLD_FRA, ,Schelde,EU,6697
Netherlands,SHLD,NLD,SHLD_NLD, ,Schelde,EU,230
Liberia,SJAF,LBR,SJAF_LBR, ,St. John (Africa),AF,13664
Indonesia,TAMI,IDN,TAMI_IDN, ,Tami,AS,78229
China,TUMN,CHN,TUMN_CHN, ,Tumen,AS,22719
Dem People's Rep of Korea,TUMN,PRK,TUMN_PRK, ,Tumen,AS,10472
Russian Federation,TUMN,RUS,TUMN_RUS, ,Tumen,AS,154
Benin,VOLT,BEN,VOLT_BEN, ,Volta,AF,15123
Burkina Faso,VOLT,BFA,VOLT_BFA, ,Volta,AF,172085
C̫te d'Ivoire,VOLT,CIV,VOLT_CIV, ,Volta,AF,12971
Ghana,VOLT,GHA,VOLT_GHA, ,Volta,AF,167070
Mali,VOLT,MLI,VOLT_MLI, ,Volta,AF,16816
Togo,VOLT,TGO,VOLT_TGO, ,Volta,AF,27179
United States of America,YUKN,USA,YUKN_USA, ,Yukon,NA,515536
Central African Republic,CNGO,CAF,CNGO_CAF, ,Congo/Zaire,AF,404100
Democratic Republic of the Congo,CNGO,ZAR,CNGO_ZAR, ,Congo/Zaire,AF,2300554
Suriname,CRTY,SUR,CRTY_SUR, ,Corantijn/Courantyne,SA,37746
Guinea,CVLY,GIN,CVLY_GIN, ,Cavally,AF,1408
Austria,DANU,AUT,DANU_AUT, ,Danube,EU,80645
Andorra,EBRO,AND,EBRO_AND, ,Ebro,EU,455
Arunachal Pradesh,GANG,CHN/IND,GANG_CHN/IND, ,Ganges-Brahmaputra-Meghna,AS,67965
Nepal,GANG,NPL,GANG_NPL, ,Ganges-Brahmaputra-Meghna,AS,147437
Andorra,GRON,AND,GRON_AND, ,Garonne,EU,19
Mongolia,HRUN,MNG,HRUN_MNG, ,Har Us Nur,AS,183576
Myanmar,KALD,MMR,KALD_MMR, ,Kaladan,AS,15511
Azerbaijan,KURA,AZE,KURA_AZE, ,Kura-Araks,AS,59767
Central African Republic,LKCH,CAF,LKCH_CAF, ,Lake Chad,AF,214769
Sierra Leone,LSCR,SLE,LSCR_SLE, ,Little Scarcies,AF,13057
French Guiana,MRNI,GUF,MRNI_GUF, ,Maroni,SA,28275
Suriname,MRNI,SUR,MRNI_SUR, ,Maroni,SA,38001
Nigeria,NGER,NGA,NGER_NGA, ,Niger,AF,571166
Sudan,NILE,SDN,NILE_SDN, ,Nile,AF,1265525
South Sudan,NILE,SSD,NILE_SSD, ,Nile,AF,617567
Uganda,NILE,UGA,NILE_UGA, ,Nile,AF,237043
Mongolia,OBXX,MNG,OBXX_MNG, ,Ob,AS,1118
Gabon,OGOO,GAB,OGOO_GAB, ,Ogooue,AF,187905
France,POXX,FRA,POXX_FRA, ,Po,EU,128
Italy,POXX,ITA,POXX_ITA, ,Po,EU,70214
